,id,polarity
1030,791189366353854464,Negative
1031,791189215677652992,Negative
1032,791186372191219713,Negative
1033,791168317423616000,Negative
1034,791156356845821952,Neutral
1035,791154740101079040,Neutral
1036,791152378208661504,Positive
1037,791141836136058880,Neutral
1038,791059832518348800,Neutral
1039,791052491366535169,Neutral
1040,791039679911133184,Neutral
1041,791007119986286592,Neutral
1042,790990962688483328,Neutral
1043,790989537463955456,Positive
1044,790977080594948097,Positive
1045,790973774766145541,Neutral
1046,790971619955081216,Negative
1047,790964578167513088,Negative
1048,790956864179757058,Neutral
1049,790925268504481792,Negative
1050,790924278485188608,Neutral
1051,790918996627427328,Neutral
1052,790911701017255937,Neutral
1053,790910788852654080,Neutral
1054,790910384874090496,Negative
1055,790907730513059840,Neutral
1056,790899762325323776,Neutral
1057,790896707764625408,Positive
1058,790881116135776256,Neutral
1059,790877186320429056,Positive
1060,790875847574097921,Neutral
1061,790875188401475584,Neutral
1062,790866083620200449,Negative
1063,790861897075654657,Neutral
1064,790858695374692352,Neutral
1065,790858264875597824,Neutral
1066,790858156331204608,Neutral
1067,790854494036819968,Neutral
1068,790850857638227968,Neutral
1069,790847930823503872,Negative
1070,790841840803147776,Neutral
1071,790840409446424576,Neutral
1072,790835704637030400,Neutral
1073,790834754677510144,Neutral
1074,790828509518233600,Neutral
1075,790815506173423616,Positive
1076,790815157714726912,Neutral
1077,790811031010443264,Positive
1078,790810052793819136,Neutral
1079,790809984732958720,Neutral
1080,790802182849327104,Neutral
1081,790799488046727168,Neutral
1082,790764938419642369,Negative
1083,790751272928444418,Neutral
1084,790709343301824512,Neutral
1085,790677192271355904,Neutral
1086,790666479423393794,Positive
1087,790664162279960576,Neutral
1088,790663244717359105,Positive
1089,790658198667665409,Negative
1090,790651662008483840,Neutral
1091,790646224592445440,Negative
1092,790639873321558016,Positive
1093,790639661442011136,Neutral
1094,790636571644993536,Neutral
1095,790636183223209984,Negative
1096,790635853307518976,Neutral
1097,790623212732239872,Negative
1098,790620833710477312,Negative
1099,790619166051033088,Neutral
1100,790606539828568064,Neutral
1101,790604202372456449,Negative
1102,790603658547298304,Neutral
1103,790599282848137216,Negative
1104,790593437779292161,Neutral
1105,790592484015480832,Neutral
1106,790590706469535744,Neutral
1107,790583087570771969,Negative
1108,790582646455885824,Negative
1109,790576977199632384,Negative
1110,790569422394052609,Neutral
1111,790548159311310848,Negative
1112,790546994993528832,Neutral
1113,790532797316362240,Negative
1114,790531529684488192,Neutral
1115,790531008848363521,Neutral
1116,790509265312157696,Neutral
1117,790508107352924160,Positive
1118,790499790568222720,Negative
1119,790493123239636992,Positive
1120,790462848854097920,Neutral
1121,790453633020203008,Neutral
1122,790447073405628416,Neutral
1123,790443627550040064,Neutral
1124,790436154902536193,Negative
1125,790429342107074560,Negative
1126,790423178598354944,Negative
1127,790417675826696192,Negative
1128,790417627831238656,Negative
1129,790401212264972288,Neutral
1130,790355333604597760,Negative
1131,790342521113178112,Neutral
1132,790338722944475136,Neutral
1133,790334012271230976,Negative
1134,790328555418910722,Negative
1135,790301552321896448,Neutral
1136,790287181927546881,Neutral
1137,790286041479581697,Positive
1138,790285010033074176,Negative
1139,790283719840063488,Negative
1140,790275212248018945,Neutral
1141,790270815895945216,Neutral
1142,790269451656687617,Negative
1143,790265532222173184,Positive
1144,790257865055494144,Neutral
1145,790257282718183424,Neutral
1146,790255449450872833,Negative
1147,790241594679132160,Neutral
1148,790236021531242496,Neutral
1149,790224702946021379,Negative
1150,790220671393624064,Negative
1151,790217449786466305,Positive
1152,790212064358895617,Negative
1153,790207525278941184,Negative
1154,790204038272909312,Negative
1155,790203861701124096,Negative
1156,790202390540673024,Positive
1157,790196157523734528,Negative
1158,790195286387912704,Negative
1159,790194331621724161,Negative
1160,790192220985057280,Positive
1161,790188569029644289,Neutral
1162,790183799032340481,Neutral
1163,790178631083515904,Positive
1164,790176671332700161,Positive
1165,790167914733240325,Neutral
1166,790144195222769664,Neutral
1167,790144165959045120,Negative
1168,790143597043744768,Negative
1169,790130746916761600,Negative
1170,790112191626096642,Negative
1171,790092723579674624,Neutral
1172,790090904073867264,Positive
1173,790066897769357312,Positive
1174,790038289935962112,Neutral
1175,790025181834207233,Negative
1176,789958090284294144,Positive
1177,789945171114913792,Neutral
1178,789944459286970373,Neutral
1179,789917223800414208,Neutral
1180,789913988758925312,Neutral
1181,789860471864233984,Neutral
1182,789838182003175428,Neutral
1183,789814376706572289,Negative
1184,789812768534892544,Positive
1185,789801117559451648,Negative
1186,789782413887021056,Positive
1187,789780273131032576,Negative
1188,789774852311875584,Neutral
1189,789761533454811136,Neutral
1190,789755955101724672,Neutral
1191,789738688049778688,Negative
1192,789736825619378176,Neutral
1193,789719204802990080,Positive
1194,789716795229954050,Neutral
1195,789705977092313088,Neutral
1196,789704172040060928,Neutral
1197,789660842065268737,Negative
1198,789598810498564097,Neutral
1199,789593295718678528,Positive
1200,789590071246815238,Neutral
1201,789568689859284992,Neutral
1202,789531289435115520,Negative
1203,789529394855419904,Neutral
1204,789529070820294656,Neutral
1205,789523744343650305,Neutral
1206,789518382001520640,Neutral
1207,789492383436111872,Negative
1208,789489224265314304,Neutral
1209,789487369393143808,Neutral
1210,789474872028123137,Neutral
1211,789473947033149440,Positive
1212,789447826812071938,Negative
1213,789439742165258240,Neutral
1214,789429813887000576,Neutral
1215,789429374969937920,Negative
1216,789426092675301376,Positive
1217,789424815555895296,Negative
1218,789419345126490112,Neutral
1219,789419044608827393,Neutral
1220,789418044267327488,Neutral
1221,789409745677328385,Neutral
1222,789409742946906112,Neutral
1223,789401229604429824,Negative
1224,789389120850178049,Neutral
1225,789378400741765120,Neutral
1226,789377756408799232,Neutral
1227,789376880650686465,Neutral
1228,789375308294152192,Neutral
1229,789374566388957185,Neutral
1230,789371509387169792,Neutral
1231,789368185464188928,Neutral
1232,789365417378770944,Negative
1233,789356462350954496,Neutral
1234,789349890199588864,Neutral
1235,789341784342204416,Neutral
1236,789335932130373632,Neutral
1237,789244665300156416,Neutral
1238,789216348731768833,Negative
1239,789213993919455232,Neutral
1240,789212178930888705,Neutral
1241,789207043580321792,Neutral
1242,789204263264149504,Positive
1243,789203874590621697,Positive
1244,789198267292594177,Negative
1245,789194219634106368,Negative
1246,789191301530918913,Neutral
1247,789188762911711233,Neutral
1248,789186371105665026,Neutral
1249,789186370572947461,Neutral
1250,789186370514202625,Neutral
1251,789179084517445632,Neutral
1252,789173604873220097,Neutral
1253,789168019364716550,Negative
1254,789164471268716544,Negative
1255,789164275017224192,Neutral
1256,789151547125096448,Neutral
1257,789151172796018688,Neutral
1258,789148361328848896,Positive
1259,789146980798832640,Neutral
1260,789144620303282176,Negative
1261,789140623664222208,Neutral
1262,789139065165717504,Positive
1263,789138705655042048,Neutral
1264,789137485557293057,Neutral
1265,789137278723555328,Neutral
1266,789136997818531840,Negative
1267,789135932104511489,Negative
1268,789135223464292352,Neutral
1269,789134697355804672,Neutral
1270,789134508020957184,Positive
1271,789133926115729408,Neutral
1272,789132138599817216,Neutral
1273,789130431388155904,Neutral
1274,789120938751254529,Positive
1275,789112793735716864,Neutral
1276,789093711045013504,Neutral
1277,789092599097360384,Positive
1278,789085468440887296,Neutral
1279,789081844247650305,Neutral
1280,789080404892454912,Neutral
1281,789078729481936896,Neutral
1282,789076662377996288,Neutral
1283,789072409605378049,Neutral
1284,789071704266010624,Neutral
1285,789069923687493632,Neutral
1286,789067535610150913,Neutral
1287,789059701023596545,Neutral
1288,789045004593422336,Positive
1289,789035050822017024,Neutral
1290,789034026451496960,Neutral
1291,789025826796892160,Neutral
1292,789025541538082816,Neutral
1293,789015830549889024,Neutral
1294,789006173227868160,Negative
1295,788991795946524672,Neutral
1296,788989251081863168,Neutral
1297,788974207434682368,Neutral
1298,788971651689910272,Neutral
1299,788874719357505536,Negative
1300,788874624599748608,Positive
1301,788873443303419904,Neutral
1302,788829976900624384,Positive
1303,788822277630623744,Negative
1304,788822062114676736,Neutral
1305,788780527859924995,Positive
1306,788764991688155136,Positive
1307,788759626904985601,Neutral
1308,788758886371188736,Neutral
1309,788757691174883328,Neutral
1310,788756855367532545,Neutral
1311,788755207673024512,Neutral
1312,788749908866166784,Positive
1313,788747202738782208,Neutral
1314,788746244936073216,Neutral
1315,788745058044485632,Neutral
1316,788736856653438976,Positive
1317,788733039685795841,Neutral
1318,788729193639149568,Neutral
1319,788708897813098497,Negative
1320,788707786393788416,Neutral
1321,788706529134403585,Negative
1322,788701531705077764,Neutral
1323,788698007701028868,Positive
1324,788694389791088641,Neutral
1325,788693205881675777,Neutral
1326,788692010555232256,Positive
1327,788691773510062080,Positive
1328,788673793673887744,Neutral
1329,788669709210284032,Neutral
1330,788657304723939328,Neutral
1331,788655846783934464,Negative
1332,788647876796841984,Positive
1333,788634178879365120,Positive
1334,788628764846620676,Positive
1335,788628247495995392,Positive
1336,788606347914964992,Neutral
1337,788601556081967104,Negative
1338,788518823884427264,Positive
1339,788514380577173504,Neutral
1340,788507489369223169,Neutral
1341,788479964173787136,Positive
1342,788474258200616960,Negative
1343,788468324388790272,Positive
1344,788462044559310848,Negative
1345,788461792989151238,Neutral
1346,788459274511015936,Negative
1347,788453507972169729,Neutral
1348,788447231217135617,Neutral
1349,788444350351048704,Negative
1350,788417485246717957,Positive
1351,788417043808878592,Positive
1352,788403555946336256,Positive
1353,788396990849777664,Negative
1354,788388275950088192,Positive
1355,788387552327786496,Positive
1356,788386881201442816,Positive
1357,788380478038417408,Neutral
1358,788379959614136320,Negative
1359,788379748611260416,Neutral
1360,788379239183704064,Neutral
1361,788379001433624576,Neutral
1362,788373845480771584,Neutral
1363,788365564351770624,Positive
1364,788353776382083072,Neutral
1365,788353306800300032,Neutral
1366,788351433297059840,Positive
1367,788351321749479424,Negative
1368,788343077291327488,Neutral
1369,788339857928183808,Negative
1370,788326698341261312,Neutral
1371,788323419947499520,Neutral
1372,788323105898979328,Neutral
1373,788321459320025088,Neutral
1374,788316416998985728,Neutral
1375,788314635908907008,Neutral
1376,788311493984919552,Neutral
1377,788308424593444864,Positive
1378,788308231592574976,Positive
1379,788302490957676544,Neutral
1380,788300215757393921,Neutral
1381,788299135304818688,Neutral
1382,788298769909547008,Neutral
1383,788298252747583488,Neutral
1384,788298057448353792,Neutral
1385,788296759688695808,Positive
1386,788270832292331520,Neutral
1387,788255726355542016,Neutral
1388,788142409351823360,Negative
1389,788137077179355136,Neutral
1390,788132983886733312,Positive
1391,788132111010107392,Neutral
1392,788123842141126656,Neutral
1393,788119367041056768,Neutral
1394,788117779098562564,Neutral
1395,788117744617132032,Neutral
1396,788115905649733633,Neutral
1397,788100815013675008,Neutral
1398,788095125012578304,Positive
1399,788070723923349504,Neutral
1400,788055888758247424,Neutral
1401,788033518412697601,Positive
1402,788015528031948800,Positive
1403,788013514195660804,Neutral
1404,788010712400556032,Neutral
1405,787983140807663616,Negative
1406,787980809466736640,Neutral
1407,787964544421330944,Negative
1408,787961854291275776,Positive
1409,787960521022726144,Positive
1410,787920780541698048,Neutral
1411,787916045977788416,Neutral
1412,787915996623433729,Neutral
1413,787909731952291840,Positive
1414,787908989308825600,Neutral
1415,787891214918029312,Negative
1416,787885942208016384,Neutral
1417,787791007836413952,Positive
1418,787767606765682689,Neutral
1419,787762070406258688,Negative
1420,787746985843490816,Neutral
1421,787739091303591936,Negative
1422,787736287285506048,Negative
1423,787728109399343104,Neutral
1424,787720043811381249,Neutral
1425,787690247412940804,Positive
1426,787686470089834496,Neutral
1427,787660100227964929,Negative
1428,787651309801529344,Neutral
1429,787649065072861184,Neutral
1430,787644391527677952,Neutral
1431,787636755222695936,Negative
1432,787634378012758016,Negative
1433,787633135672516608,Positive
1434,787614232309272577,Negative
1435,787613631475318784,Neutral
1436,787610189927112704,Neutral
1437,787594092750499840,Negative
1438,787580480044601348,Neutral
1439,787580460847202304,Neutral
1440,787578555102363648,Neutral
1441,787562007499276288,Positive
1442,787556977106886656,Positive
1443,787538632416567296,Positive
1444,787521976516706305,Negative
1445,787420662356910080,Positive
1446,787402642901401600,Neutral
1447,787399952267931648,Neutral
1448,787389604664057856,Neutral
1449,787389432613732353,Neutral
1450,787378625716838400,Positive
1451,787377511449501696,Neutral
1452,787376664288325634,Negative
1453,787358668886986752,Neutral
1454,787358666194161664,Neutral
1455,787350981545713664,Neutral
1456,787349871959289856,Neutral
1457,787341293747855360,Positive
1458,787335042334879744,Positive
1459,787331758022885376,Neutral
1460,787298688603480064,Positive
1461,787294488721063936,Neutral
1462,787284968733114368,Positive
1463,787282932117405697,Positive
1464,787276707095056384,Neutral
1465,787275862890672128,Neutral
1466,787268635131781120,Neutral
1467,787268304553533440,Neutral
1468,787263316607528960,Negative
1469,787261610054135811,Neutral
1470,787260048917434368,Neutral
1471,787257882597294080,Neutral
1472,787257691882258432,Neutral
1473,787257091354419200,Neutral
1474,787256060147097600,Neutral
1475,787249135657349120,Negative
1476,787248857667235840,Neutral
1477,787245778980909056,Neutral
1478,787244653598900224,Neutral
1479,787242450486194176,Neutral
1480,787242064345980929,Neutral
1481,787241549977518080,Neutral
1482,787240063977611264,Neutral
1483,787230507205623809,Negative
1484,787216742284156928,Neutral
1485,787206978590367744,Neutral
1486,787205247685038080,Positive
1487,787198585666502656,Neutral
1488,787198439666974721,Negative
1489,787198419047682048,Neutral
1490,787195447815340033,Negative
1491,787191460282138624,Neutral
1492,787188577037873153,Neutral
1493,787181023360581632,Neutral
1494,787178329069740032,Negative
1495,787173648188735489,Neutral
1496,787170043226361856,Neutral
1497,787169944068907009,Neutral
1498,787096155800862728,Positive
1499,787086926713065472,Neutral
1500,787043483647414272,Negative
1501,787039757989777408,Negative
1502,787038768180056064,Neutral
1503,787036631798837249,Neutral
1504,787033091428810780,Positive
1505,787026604904050688,Neutral
1506,787017812413906944,Neutral
1507,787014956323594240,Neutral
1508,787014637577535488,Positive
1509,787014242792767488,Neutral
1510,787013743297323008,Neutral
1511,787008708765024256,Neutral
1512,787006917675810816,Positive
1513,787006643137572869,Negative
1514,787002096117813248,Neutral
1515,787001328233017344,Negative
1516,786997464448380931,Neutral
1517,786996932489179136,Neutral
1518,786993638979108864,Negative
1519,786987180531023873,Neutral
1520,786983193358598144,Neutral
1521,786976098194259968,Positive
1522,786973151183904768,Neutral
1523,786971444920156160,Neutral
1524,786968283564105729,Negative
1525,786964995443744769,Negative
1526,786962744817938436,Positive
1527,786961584417546240,Neutral
1528,786960022345490432,Neutral
1529,786936317439578113,Neutral
1530,786936315979763712,Positive
1531,786936248837562368,Positive
1532,786923698636791808,Neutral
1533,786917234753044480,Neutral
1534,786915011889332224,Positive
1535,786912384728305664,Neutral
1536,786904390825304064,Positive
1537,786904290707333120,Neutral
1538,786899319475568640,Neutral
1539,786895138702364672,Positive
1540,786883473734791168,Negative
1541,786871200244981760,Neutral
1542,786863257894150144,Positive
1543,786853080952344576,Neutral
1544,786845857836593152,Positive
1545,786838893224202240,Neutral
1546,786830426434367488,Negative
1547,786828860834840576,Negative
1548,786817883221417984,Neutral
1549,786812080649142277,Neutral
1550,786790091444264962,Neutral
1551,786734880013115392,Positive
1552,786721666697224192,Negative
1553,786715771254804480,Positive
1554,786714663341985792,Neutral
1555,786676239905988610,Neutral
1556,786670767908020224,Positive
1557,786670042528247808,Negative
1558,786668748883300352,Neutral
1559,786666956199829504,Neutral
1560,786664359854477312,Negative
1561,786661083742367748,Neutral
1562,786660482233032705,Positive
1563,786660063867990016,Neutral
1564,786658331830222848,Neutral
1565,786656881813118976,Neutral
1566,786656452903591936,Negative
1567,786654256132657152,Neutral
1568,786652578788630529,Negative
1569,786652433774682113,Neutral
1570,786652313414934528,Neutral
1571,786651901597216768,Neutral
1572,786649282443145216,Negative
1573,786647676985208832,Positive
1574,786646221066792961,Positive
1575,786642527512301568,Neutral
1576,786637282551926784,Negative
1577,786634733723713536,Neutral
1578,786622422065774592,Neutral
1579,786620285537714176,Neutral
1580,786617820914208769,Neutral
1581,786616413775499264,Neutral
1582,786602731951759360,Neutral
1583,786601995109105664,Negative
1584,786599452467400704,Neutral
1585,786594662354186240,Negative
1586,786586971086819328,Neutral
1587,786578791313338368,Positive
1588,786570133921669120,Neutral
1589,786555044120391680,Neutral
1590,786548346949427200,Positive
1591,786543707201892356,Neutral
1592,786541904993411072,Negative
1593,786534333402284032,Neutral
1594,786533464938078208,Positive
1595,786518331591421952,Positive
1596,786515843920306176,Neutral
1597,786508506811752448,Positive
1598,786499365380591620,Negative
1599,786495837757059073,Neutral
1600,786491188945661952,Neutral
1601,786489774638927872,Negative
1602,786479719206293504,Neutral
1603,786475181447544832,Neutral
1604,786474423377289216,Neutral
1605,786471712363651073,Neutral
1606,786470537690247168,Neutral
1607,786469674267602944,Negative
1608,786452379604439041,Neutral
1609,786450224357249024,Neutral
1610,786444947998334976,Positive
1611,786431337624285184,Neutral
1612,786428359391715328,Neutral
1613,786422752731365376,Neutral
1614,786422512728940544,Negative
1615,786333200503144449,Neutral
1616,786332429007130624,Neutral
1617,786323672999071744,Negative
1618,786323375928979457,Positive
1619,786323011532156928,Neutral
1620,786322823811825664,Neutral
1621,786319006567243779,Negative
1622,786309765966155776,Neutral
1623,786309166520492032,Negative
1624,786305221307826176,Neutral
1625,786303941634035712,Negative
1626,786300395668856832,Positive
1627,786300119952007168,Neutral
1628,786299668682551296,Positive
1629,786299572775682048,Negative
1630,786299478856925186,Neutral
1631,786298081016971265,Positive
1632,786297241904349184,Negative
1633,786296780484907009,Positive
1634,786296196583206912,Neutral
1635,786295099500142596,Neutral
1636,786294500691812352,Neutral
1637,786292771204104193,Neutral
1638,786290553256284160,Negative
1639,786289585403944960,Negative
1640,786283098300383233,Neutral
1641,786282857652113408,Neutral
1642,786282714668339200,Negative
1643,786280574436642816,Negative
1644,786278838498103296,Positive
1645,786275643805794305,Positive
1646,786271182614040576,Positive
1647,786270797467750400,Neutral
1648,786269937446903808,Negative
1649,786269312608632832,Neutral
1650,786262897404047360,Negative
1651,786262405974077441,Neutral
1652,786262023969603584,Neutral
1653,786259955959508993,Negative
1654,786255795558158336,Positive
1655,786254609903788032,Neutral
1656,786252188913954816,Negative
1657,786247918395101184,Neutral
1658,786245715991244800,Neutral
1659,786245410692206592,Neutral
1660,786240778473447424,Negative
1661,786240092738351104,Neutral
1662,786235064610803712,Neutral
1663,786234180351000580,Positive
1664,786227103276503040,Neutral
1665,786224768513024000,Neutral
1666,786221692251176960,Negative
1667,786216092918288385,Neutral
1668,786215539987197952,Neutral
1669,786213105126608896,Neutral
1670,786211710768062464,Neutral
1671,786204381347737601,Positive
1672,786201959778906112,Neutral
1673,786196090169204736,Negative
1674,786186907759759365,Neutral
1675,786179392951115776,Neutral
1676,786177690130845696,Neutral
1677,786177083684884480,Positive
1678,786176292190351360,Positive
1679,786175031219027968,Positive
1680,786172621163560960,Neutral
1681,786172059734990848,Neutral
1682,786170121412837376,Neutral
1683,786166651393716224,Positive
1684,786158518604664832,Neutral
1685,786148889569001473,Positive
1686,786148086632550400,Neutral
1687,786147954931347456,Positive
1688,786145986888339457,Neutral
1689,786145484314284036,Neutral
1690,786145318513545216,Positive
1691,786144665716137984,Neutral
1692,786142206314713089,Neutral
1693,786139528817958912,Neutral
1694,786138459652096000,Neutral
1695,786138256480010240,Positive
1696,786136833394483201,Neutral
1697,786136212411129856,Neutral
1698,786135606858506240,Negative
1699,786134333631426560,Negative
1700,786133898723856384,Neutral
1701,786132663061123072,Negative
1702,786130508790980608,Neutral
1703,786130507780063233,Neutral
1704,786129961581056000,Neutral
1705,786127275213332480,Neutral
1706,786126059271917569,Neutral
1707,786125851054120960,Neutral
1708,786124685654237184,Neutral
1709,786124232312979456,Neutral
1710,786123326976561153,Neutral
1711,786123050588655616,Neutral
1712,786122646031216640,Neutral
1713,786122142727409664,Neutral
1714,786122112402649088,Neutral
1715,786121288377139203,Neutral
1716,786120447796674560,Neutral
1717,786120122192826368,Neutral
1718,785944381245288448,Neutral
1719,785925825430429696,Neutral
1720,785911510489001985,Neutral
1721,785821187968413696,Neutral
1722,785814461881868288,Neutral
1723,785783351353438208,Neutral
1724,785779706096267264,Neutral
1725,785756459040518144,Neutral
1726,785750296148443136,Neutral
1727,785560101558116354,Positive
1728,785375587095437313,Positive
1729,784894036180078592,Positive
1730,784819174979887104,Positive
1731,784453017370234880,Neutral
1732,783972537130741760,Neutral
1733,783770950412148737,Neutral
1734,783395236097691648,Negative
1735,783026611088138240,Neutral
1736,783021926977527808,Neutral
1737,782970609005387776,Neutral
1738,782507175289712641,Neutral
1739,782253097779331072,Negative
1740,781930025822158849,Positive
1741,781723641423757312,Neutral
1742,781613601673121792,Positive
1743,781600132810899456,Negative
1744,781589058245931008,Negative
1745,781574953145540608,Negative
1746,781552694033051648,Negative
1747,781547470245490688,Neutral
1748,781505538840485893,Negative
1749,781483833166290944,Neutral
1750,781040906313105408,Neutral
1751,781022472044941312,Neutral
1752,780837914179764226,Neutral
1753,780676549280403456,Neutral
1754,780536703098449921,Negative
1755,780162978532425728,Neutral
1756,779905270017327104,Positive
1757,779773373270360064,Negative
1758,779393309693317122,Positive
1759,778586182275985412,Neutral
1760,778334731796672512,Neutral
1761,778234659868213248,Negative
1762,778182326320758785,Neutral
1763,777755839943864320,Negative
1764,777605066442375169,Positive
1765,777447989824618497,Positive
1766,777402755317129216,Neutral
1767,777247218499805185,Negative
1768,777176017530126338,Positive
1769,777125302837338112,Positive
1770,777123275268878337,Positive
1771,777061690542358528,Neutral
1772,776842631045316608,Neutral
1773,775468399254208512,Negative
1774,775370499773886464,Negative
1775,774783873372782592,Positive
1776,774426460153085952,Neutral
1777,774170473206644737,Neutral
1778,773661718576828416,Positive
1779,773481042506309632,Positive
1780,773449799525883906,Neutral
1781,773404540653735936,Neutral
1782,772809052283953152,Positive
1783,771800168693981184,Negative
1784,771720895706587136,Negative
1785,771364582380146688,Positive
1786,771079227298807808,Positive
1787,770572779708116992,Negative
1788,770293165907644418,Neutral
1789,770250042984763392,Neutral
1790,769913944391712768,Positive
1791,769893718971351040,Neutral
1792,768886165411880960,Neutral
1793,768616110417674240,Neutral
1794,768472653489377280,Positive
1795,768252807707299840,Neutral
1796,768243047570243584,Neutral
1797,768176282437812224,Neutral
1798,768172276910915584,Neutral
1799,768136563507261441,Neutral
1800,768068722259034112,Neutral
1801,767891803634884608,Neutral
1802,767856029300363264,Neutral
1803,767830719414542336,Positive
1804,767771341789560832,Neutral
1805,767659910087708672,Neutral
1806,767647348927397889,Neutral
1807,767570727792959493,Neutral
1808,767509581434089473,Neutral
1809,767434866883375106,Neutral
1810,767430619508924416,Neutral
1811,767377760864104449,Neutral
1812,767308320520671232,Positive
1813,766351824827871233,Neutral
1814,765457859257602048,Negative
1815,764992843597438976,Neutral
1816,764917777316646912,Positive
1817,764732844098871296,Neutral
1818,764551334645432321,Positive
1819,764547969932730369,Neutral
1820,764544865933950976,Neutral
1821,764444241208762368,Positive
1822,764273133549449216,Positive
1823,764201168553803777,Neutral
1824,764157085647069184,Positive
1825,763864267602952192,Negative
1826,763827108942581760,Positive
1827,763727673420029952,Negative
1828,763654257497280512,Negative
1829,763147689034907649,Neutral
1830,763141718074134528,Positive
1831,762969639550873601,Neutral
1832,762938665895071745,Positive
1833,762938124339122176,Neutral
1834,762896949704007681,Neutral
1835,762750505613426688,Positive
1836,762727722649083908,Neutral
1837,762500211394555905,Negative
1838,762382346846863361,Neutral
1839,762381662059696132,Neutral
1840,762348368848969728,Positive
1841,762245942644846593,Neutral
1842,762241887046602752,Neutral
1843,761925543298265089,Neutral
1844,761611448917356544,Neutral
1845,761486535296417793,Positive
1846,761292301301870592,Negative
1847,760807319882072064,Neutral
1848,760543489964675072,Neutral
1849,760251864080277504,Negative
1850,760212924778606592,Negative
1851,760091491440160768,Neutral
1852,760008764963651584,Neutral
1853,759823113966071808,Positive
1854,759817625568292864,Neutral
1855,759773136338378752,Neutral
1856,759698167969423360,Neutral
1857,759637397269254144,Positive
1858,759461483461869568,Positive
1859,759377287691145220,Positive
1860,759340540106248192,Positive
1861,759129285424742401,Neutral
1862,759120699168612352,Positive
1863,759065680469757952,Positive
1864,758780911672520704,Neutral
1865,758720653264613376,Neutral
1866,758629253617418240,Positive
1867,758306017495117824,Neutral
1868,757781836537946112,Positive
1869,757668584042528768,Neutral
1870,757650395946778625,Neutral
1871,757204720872198144,Negative
1872,756948954797998080,Negative
1873,756931971452919808,Positive
1874,756423474785161216,Positive
1875,756396349906493440,Neutral
1876,756375953215987712,Negative
1877,756229717582229504,Neutral
1878,756124115766022144,Neutral
1879,756110731754569728,Neutral
1880,756090790213017600,Neutral
1881,756090024073031685,Negative
1882,756056580945248256,Negative
1883,756054362410090497,Neutral
1884,755900099780304896,Negative
1885,755876612139278336,Neutral
1886,755871352150691841,Positive
1887,755869503297359872,Neutral
1888,755866824244428802,Negative
1889,755864105844563968,Negative
1890,755853849496215553,Positive
1891,755720259315851264,Positive
1892,755719314473377792,Positive
1893,755663726456500225,Neutral
1894,755663155183886336,Negative
1895,755624886790414336,Neutral
1896,755468883864195072,Neutral
1897,755368990713733120,Neutral
1898,755329711736287232,Positive
1899,755319162457718784,Neutral
1900,755304484629254144,Neutral
1901,755290060040310784,Neutral
1902,755199234866024450,Positive
1903,755170215776968708,Neutral
1904,755167375713075200,Negative
1905,755165634036654081,Neutral
1906,754998177011494912,Negative
1907,754994534724071424,Negative
1908,754985917367087104,Neutral
1909,754948488497168384,Neutral
1910,754784118261547009,Neutral
1911,754755564803067904,Negative
1912,754730389768380416,Negative
1913,754693123792666624,Negative
1914,754643985780604929,Neutral
1915,754633713611370500,Neutral
1916,754629763239649280,Neutral
1917,754628785060909056,Negative
1918,754615166810066944,Negative
1919,754613875027369984,Neutral
1920,754613355697020928,Neutral
1921,754588586884861952,Positive
1922,754581991652204544,Negative
1923,754558175861407744,Neutral
1924,754469728849125377,Neutral
1925,754440981290844161,Negative
1926,754434648466419712,Negative
1927,754418809973379073,Neutral
1928,754408726635880448,Neutral
1929,754407620547645440,Neutral
1930,754386395804893188,Negative
1931,754385171705626626,Neutral
1932,754384224354992130,Negative
1933,754360633789931520,Negative
1934,754340632131428352,Positive
1935,754319996344500228,Negative
1936,754315250934120448,Negative
1937,754304756169007105,Negative
1938,754303932021735425,Neutral
1939,754301873008603136,Negative
1940,754295559817748480,Negative
1941,754294552148803584,Positive
1942,754293974865772545,Neutral
1943,754290234808999936,Negative
1944,754286573164847104,Negative
1945,754284577993138176,Positive
1946,754281965126295552,Negative
1947,754276262114459652,Positive
1948,754274677984489472,Neutral
1949,754273717044154370,Neutral
1950,754273669396963328,Neutral
1951,754269451382583296,Positive
1952,754268385672822785,Neutral
1953,754265667323453440,Neutral
1954,754261933247885312,Neutral
1955,754261355125956608,Negative
1956,754259818957930496,Negative
1957,754258731819528192,Neutral
1958,754256693731684352,Negative
1959,754253640328736768,Neutral
1960,754253261880881152,Neutral
1961,754253087745929220,Neutral
1962,754251652882960385,Neutral
1963,754251619383046144,Negative
1964,754238108997128193,Neutral
1965,754237041412571136,Neutral
1966,754233977133817856,Neutral
1967,754232086685487105,Negative
1968,754230448360947712,Positive
1969,754225506724249600,Positive
1970,754221373510316032,Negative
1971,754219694488424448,Negative
1972,754218921641775104,Negative
1973,754216880857051136,Negative
1974,754214420281171968,Negative
1975,754214073882013696,Neutral
1976,754208978649907204,Negative
1977,754206383478800384,Neutral
1978,754206365476851713,Negative
1979,754193332407046145,Neutral
1980,754190178877599744,Negative
1981,754179233501569024,Neutral
1982,754175983771611137,Negative
1983,754174514469142528,Neutral
1984,754173630213459968,Neutral
1985,754168691818893313,Negative
1986,754160596313051136,Negative
1987,754160300337889280,Negative
1988,754159203460190208,Negative
1989,754142084165144576,Negative
